step,time,distance,angle,eq0_force_distance,eq1_force_distance,eq2_force_distance,eq0_force_angle,eq1_force_angle,eq2_force_angle,eq0_impulse,eq1_impulse,eq2_impulse,diagnostics_flags,condition_number
3047,10.664500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3048,10.668000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3049,10.671500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3050,10.675000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3051,10.678500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3052,10.682000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3053,10.685500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3054,10.689000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3055,10.692500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3056,10.696000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3057,10.699500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3058,10.703000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3059,10.706500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3060,10.710000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3061,10.713500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3062,10.717000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3063,10.720500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3064,10.724000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3065,10.727500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3066,10.731000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3067,10.734500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3068,10.738000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3069,10.741500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3070,10.745000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3071,10.748500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3072,10.752000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3073,10.755500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3074,10.759000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3075,10.762500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3076,10.766000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3077,10.769500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3078,10.773000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3079,10.776500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3080,10.780000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3081,10.783500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3082,10.787000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3083,10.790500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3084,10.794000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3085,10.797500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3086,10.801000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3087,10.804500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3088,10.808000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3089,10.811500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3090,10.815000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3091,10.818500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3092,10.822000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3093,10.825500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3094,10.829000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3095,10.832500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3096,10.836000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3097,10.839500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3098,10.843000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3099,10.846500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3100,10.850000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3101,10.853500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3102,10.857000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3103,10.860500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3104,10.864000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3105,10.867500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3106,10.871000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3107,10.874500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3108,10.878000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3109,10.881500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3110,10.885000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3111,10.888500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3112,10.892000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3113,10.895500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3114,10.899000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3115,10.902500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3116,10.906000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3117,10.909500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3118,10.913000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3119,10.916500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3120,10.920000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3121,10.923500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3122,10.927000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3123,10.930500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3124,10.934000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3125,10.937500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3126,10.941000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3127,10.944500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3128,10.948000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3129,10.951500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3130,10.955000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3131,10.958500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3132,10.962000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3133,10.965500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3134,10.969000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3135,10.972500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3136,10.976000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3137,10.979500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3138,10.983000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3139,10.986500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3140,10.990000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3141,10.993500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3142,10.997000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3143,11.000500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3144,11.004000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3145,11.007500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3146,11.011000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3147,11.014500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3148,11.018000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3149,11.021500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3150,11.025000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3151,11.028500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3152,11.032000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3153,11.035500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3154,11.039000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3155,11.042500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3156,11.046000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3157,11.049500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3158,11.053000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3159,11.056500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3160,11.060000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3161,11.063500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3162,11.067000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3163,11.070500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3164,11.074000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3165,11.077500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3166,11.081000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3167,11.084500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3168,11.088000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3169,11.091500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3170,11.095000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3171,11.098500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3172,11.102000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3173,11.105500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3174,11.109000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3175,11.112500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3176,11.116000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3177,11.119500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3178,11.123000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3179,11.126500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3180,11.130000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3181,11.133500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3182,11.137000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3183,11.140500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3184,11.144000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3185,11.147500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3186,11.151000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3187,11.154500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3188,11.158000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3189,11.161500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3190,11.165000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3191,11.168500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3192,11.172000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3193,11.175500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3194,11.179000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3195,11.182500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3196,11.186000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3197,11.189500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3198,11.193000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3199,11.196500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3200,11.200000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3201,11.203500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3202,11.207000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3203,11.210500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3204,11.214000,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
3205,11.217500,0.668195,0.509333,-0.333048,0.145146,-0.081441,0.328562,0.012168,0.153492,0.000059,0.001253,0.000219,2,5.434659e+08
